restaurant_id,restaurant_name,restaurant_address,restaurant_postcode,premises_id,premises_name,premises_address,license_number,license_url,dps_name,license_holder,licensable_activities,opening_hours,activity_hours,conditions,validity_from,validity_to,match_confidence,match_reason,scraped_at
311,Walkabout - Plymouth,"5 Union St, Plymouth PL1 2SU, UK",,719,Walkabout Inn,"5 Union Street, Derrys Cross, Plymouth, Devon, PL1 2SU",PA0575,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/719/Detail?LIC_ID=2170,,,"['a performance of live music', 'any playing of recorded music', 'a performance of dance', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Sunday', 'time_from': '00:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '00:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '00:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '00:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '00:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '05:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '00:00', 'time_to': '00:00', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,60.909090909090914,similar_name + strong_address,2025-11-21T12:40:13.306295
313,Old Town Tiki Bar,"1 Old Town St, Plymouth PL1 1DA, UK",,4349,Old Town Tiki Bar,"1 Old Town Street, Plymouth, Devon, PL1 1DA",PA1236,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/4349/Detail?LIC_ID=21979,,,"['a performance of live music', 'any playing of recorded music', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Sunday to Thursday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Sunday to Thursday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday to Thursday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '02:00', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:44:15.000157
314,Tigermilk,"Pilgrim House, 17 Derrys Cross, Plymouth PL1 2SW, UK",,3877,Tigermilk,"Part Ground and First Floor, Pilgrim House, 17/19 Derrys Cross, Plymouth, Devon, PL1 2SW",PA1125,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/3877/Detail?LIC_ID=19313,,,"['a performance of a play', 'a performance of live music', 'any playing of recorded music', 'a performance of dance', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:30', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T12:32:17.855162
316,Kitty O'Hanlons Plymouth,"5 St Andrew St, Plymouth PL1 2AH, UK",,638,Kitty O'Hanlon's,"5 St Andrew Street, Plymouth, Devon, PL1 2AH",PA0514,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/638/Detail?LIC_ID=2275,,,"['an indoor sporting event', 'a performance of live music', 'provision of late night refreshment', 'sale and supply of alcohol', 'any playing of recorded music']","[{'days': 'Monday to Thursday', 'time_from': '06:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '06:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '06:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '23:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '06:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '06:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '06:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:15:58.373950
317,The Nowhere Inn,"21 Gilwell St, Greenbank, Plymouth PL4 8BU, UK",,531,Nowhere Inn,"21 Gilwell Street, Greenbank, Plymouth, Devon, PL4 8BU",PA0435,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/531/Detail?LIC_ID=2184,,,"['an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol', 'provision of late night refreshment']","[{'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '03:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,62.30769230769231,similar_name + strong_address,2025-11-21T10:42:04.163472
318,Brass Monkey,"12-14 Royal Parade, Plymouth PL1 1DS, UK",,439,"Brass Monkey, The","12 - 14 Royal Parade, Plymouth, Devon, PL1 1DS",PA0361,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/439/Detail?LIC_ID=2051,,,"['an exhibition of a film', 'an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Thursday', 'time_from': '07:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '07:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '07:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '07:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '09:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '09:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,62.857142857142854,similar_name + strong_address,2025-11-21T09:18:14.953441
319,The Fishermans Arms,"31 Lambhay St, Plymouth PL1 2NN, UK",,380,Fishermans Arms,"31 Lambhay Street, Plymouth, Devon, PL1 2NN",PA0316,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/380/Detail?LIC_ID=1967,,,"['a performance of live music', 'any playing of recorded music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Thursday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '10:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '23:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,64.11764705882354,similar_name + strong_address,2025-11-21T09:51:33.879522
321,Noahs Ark,"32A Courtenay St, Plymouth PL1 1EP, UK",,45,Noah's Ark,"32a Courtenay Street, Plymouth, Devon, PL1 1EP",PA0024,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/45/Detail?LIC_ID=1965,,,"['an exhibition of a film', 'an indoor sporting event', 'a performance of live music', 'a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol', 'any playing of recorded music']","[{'days': 'Monday to Saturday', 'time_from': '07:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '09:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:41:24.951281
322,Rust & Royal,"PL1, 7-8 Quay Rd, Plymouth PL1 2JZ, UK",,681,Rust and Royal,"8/9 Quay Road, Barbican, Plymouth, Devon, PL1 2JZ",PA0551,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/681/Detail?LIC_ID=1951,,,"['a performance of live music', 'any playing of recorded music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'sale and supply of alcohol']","[{'days': 'Monday to Sunday', 'time_from': '09:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '19:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '09:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '19:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '09:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,62.30769230769231,similar_name + strong_address,2025-11-21T11:27:10.151920
325,The Queens Arms,"55 Southside St, Plymouth PL1 2LA, UK",,384,Queens Arms,"55 Southside Street, The Barbican, Plymouth, Devon, PL1 2LA",PA0319,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/384/Detail?LIC_ID=1941,,,"['a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol']","[{'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '20:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,62.30769230769231,similar_name + strong_address,2025-11-21T11:18:52.014508
326,Capital DC Tiki Bar & Lounge,"3 Derrys Cross, Plymouth PL1 2SW, UK",,4564,Capital DC Tiki Bar & Lounge,"33a Derrys Cross, Plymouth, Devon, PL1 2SW",PA1267,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/4564/Detail?LIC_ID=22628,,,"['a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol', 'provision of late night refreshment']","[{'days': 'Sunday to Tuesday', 'time_from': '10:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '10:00', 'time_to': '03:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Sunday to Tuesday', 'time_from': '23:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '23:00', 'time_to': '03:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Sunday to Tuesday', 'time_from': '23:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '23:00', 'time_to': '03:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Sunday to Tuesday', 'time_from': '23:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '23:00', 'time_to': '03:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Sunday to Tuesday', 'time_from': '10:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '10:00', 'time_to': '03:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T09:24:02.903304
327,James Street Vaults (JSV),"24 James St, Plymouth PL4 6EQ, UK",,285,James Street Vaults,"24 James Street, Plymouth, Devon, PL4 6EQ",PA0265,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/285/Detail?LIC_ID=1895,,,"['a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol', 'provision of late night refreshment']","[{'days': 'Sunday to Tuesday', 'time_from': '11:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '11:00', 'time_to': '04:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday to Tuesday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '23:00', 'time_to': '04:00', 'non_standard': ''}, {'days': 'Sunday to Tuesday', 'time_from': '11:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Wednesday to Saturday', 'time_from': '11:00', 'time_to': '04:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,65.23809523809524,similar_name + strong_address,2025-11-21T10:10:55.584157
328,The Skiving Scholar,"1 Tavistock Pl, Plymouth PL4 8AU, UK",,653,Skiving Scholar,"1 Tavistock Place, North Hill, Plymouth, Devon, PL4 8AU",PA1029,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/653/Detail?LIC_ID=16911,,,"['a performance of live music', 'any playing of recorded music', 'a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Thursday', 'time_from': '09:00', 'time_to': '04:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Friday to Sunday', 'time_from': '09:00', 'time_to': '06:30', 'non_standard': ''}, {'days': 'Sunday to Thursday', 'time_from': '09:00', 'time_to': '04:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '06:00', 'non_standard': ''}, {'days': 'Saturday to Thursday', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Sunday to Thursday', 'time_from': '09:00', 'time_to': '04:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '06:00', 'non_standard': ''}, {'days': 'Sunday to Thursday', 'time_from': '09:00', 'time_to': '04:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '09:00', 'time_to': '06:00', 'non_standard': ''}, {'days': 'Sunday to Thursday', 'time_from': '23:00', 'time_to': '04:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '05:00', 'non_standard': ''}, {'days': 'Sunday to Thursday', 'time_from': '09:00', 'time_to': '04:00', 'non_standard': ''}, {'days': 'Friday to Saturday', 'time_from': '09:00', 'time_to': '06:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,64.11764705882354,similar_name + strong_address,2025-11-21T11:42:42.510622
330,BrewDog Plymouth,"Unit 10, the barcode, 11 Bretonside, Plymouth PL4 0FE, UK",,3863,Brewdog,"Unit 10, 11 Bretonside, Plymouth, Devon, PL4 0FE",PA1120,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/3863/Detail?LIC_ID=19258,,,"['a performance of live music', 'any playing of recorded music', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T09:18:34.357077
336,Spinners Plymouth,"Unit 12, The Barcode, Plymouth PL4 0FE, UK",,4357,Spinners,"Unit 12 The Barcode, Bretonside, Plymouth, Devon, PL4 0FE",PA1223,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/4357/Detail?LIC_ID=21545,,,"['any playing of recorded music', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday and Tuesday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Wednesday and Thursday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday', 'time_from': '12:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Saturday', 'time_from': '11:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Wednesday and Thursday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Wednesday and Thursday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Monday and Tuesday', 'time_from': '12:00', 'time_to': '22:30', 'non_standard': ''}, {'days': 'Wednesday and Thursday', 'time_from': '12:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Friday', 'time_from': '12:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Saturday', 'time_from': '11:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '22:30', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T11:46:10.068416
